"pid","label","parent"
info:fedora/default:3,"62b.M9 [Blockhouse at Pontruet] December 23, 1917",info:fedora/macrepo:53
info:fedora/macrepo:10000,Bosanski-Novi,info:fedora/macrepo:21772
info:fedora/macrepo:10001,Banja Luka,info:fedora/macrepo:21772
info:fedora/macrepo:10014,Klaipeda,info:fedora/macrepo:18813
info:fedora/macrepo:10015,Tilsit,info:fedora/macrepo:18813
info:fedora/macrepo:10017,Labiau,info:fedora/macrepo:18813
info:fedora/macrepo:10018,Brod,info:fedora/macrepo:21772
info:fedora/macrepo:10019,Sremska Mitrovica,info:fedora/macrepo:21772
info:fedora/macrepo:10020,Beograd,info:fedora/macrepo:21772
info:fedora/macrepo:10021,Vršac,info:fedora/macrepo:21772
info:fedora/macrepo:10023,Lauenburg,info:fedora/macrepo:18813
info:fedora/macrepo:10024,Zara,info:fedora/macrepo:21772
info:fedora/macrepo:10025,Split,info:fedora/macrepo:21772
info:fedora/macrepo:10026,Travnik,info:fedora/macrepo:21772
info:fedora/macrepo:10027,Sarajevo,info:fedora/macrepo:21772
info:fedora/macrepo:10029,Višegrad,info:fedora/macrepo:21772
info:fedora/macrepo:10030,Kraljevo,info:fedora/macrepo:21772
info:fedora/macrepo:10031,Paraçin,info:fedora/macrepo:21772
info:fedora/macrepo:10032,Mostar,info:fedora/macrepo:21772
info:fedora/macrepo:10033,Dubrovnik,info:fedora/macrepo:21772
info:fedora/macrepo:10034,Pljevlja,info:fedora/macrepo:21772
info:fedora/macrepo:10035,Peć,info:fedora/macrepo:21772
info:fedora/macrepo:10036,Priština,info:fedora/macrepo:21772
info:fedora/macrepo:10037,Niš,info:fedora/macrepo:21772
info:fedora/macrepo:10038,Shkodër (Scutari),info:fedora/macrepo:21772
info:fedora/macrepo:10039,Prizren,info:fedora/macrepo:21772
info:fedora/macrepo:10040,Skoplje,info:fedora/macrepo:21772
info:fedora/macrepo:10042,Štip,info:fedora/macrepo:21772
info:fedora/macrepo:10043,Celovec,info:fedora/macrepo:9916
info:fedora/macrepo:10044,Velikovec,info:fedora/macrepo:9916
info:fedora/macrepo:10045,Slovenji Gradec,info:fedora/macrepo:9916
info:fedora/macrepo:10046,Maribor,info:fedora/macrepo:9916
info:fedora/macrepo:10047,Murska Sobata,info:fedora/macrepo:9916
info:fedora/macrepo:10048,D. Lendava,info:fedora/macrepo:9916
info:fedora/macrepo:10049,Simeg,info:fedora/macrepo:9916
info:fedora/macrepo:10050,Kethelj,info:fedora/macrepo:9916
info:fedora/macrepo:10051,Siofok,info:fedora/macrepo:9916
info:fedora/macrepo:10053,Sarbogard,info:fedora/macrepo:9916
info:fedora/macrepo:10054,Kaloca,info:fedora/macrepo:9916
info:fedora/macrepo:10055,Keckemet,info:fedora/macrepo:9916
info:fedora/macrepo:10056,Congrad,info:fedora/macrepo:9916
info:fedora/macrepo:10057,Sarva,info:fedora/macrepo:9916
info:fedora/macrepo:10058,Bled,info:fedora/macrepo:9916
info:fedora/macrepo:10059,Ljubljana,info:fedora/macrepo:9916
info:fedora/macrepo:10060,Celje,info:fedora/macrepo:9916
info:fedora/macrepo:10061,Rogatec,info:fedora/macrepo:9916
info:fedora/macrepo:10062,Ptuj,info:fedora/macrepo:9916
info:fedora/macrepo:10063,Cakovec,info:fedora/macrepo:9916
info:fedora/macrepo:10064,Ðurdevac,info:fedora/macrepo:9916
info:fedora/macrepo:10065,Kapovar,info:fedora/macrepo:9916
info:fedora/macrepo:10066,Pecuj,info:fedora/macrepo:9916
info:fedora/macrepo:10067,Seksard,info:fedora/macrepo:9916
info:fedora/macrepo:10068,Baja,info:fedora/macrepo:9916
info:fedora/macrepo:10069,Subotica,info:fedora/macrepo:9916
info:fedora/macrepo:10070,Kanjia,info:fedora/macrepo:9916
info:fedora/macrepo:10071,Mako,info:fedora/macrepo:9916
info:fedora/macrepo:10072,Ribnica,info:fedora/macrepo:9916
info:fedora/macrepo:10073,Novo Mesto,info:fedora/macrepo:9916
info:fedora/macrepo:10074,Samobor,info:fedora/macrepo:9916
info:fedora/macrepo:10075,Zagreb,info:fedora/macrepo:9916
info:fedora/macrepo:10076,Cazma,info:fedora/macrepo:9916
info:fedora/macrepo:10077,Bjelovar,info:fedora/macrepo:9916
info:fedora/macrepo:10078,Slatina,info:fedora/macrepo:9916
info:fedora/macrepo:10079,D. Miholjac,info:fedora/macrepo:9916
info:fedora/macrepo:10081,Osijek,info:fedora/macrepo:9916
info:fedora/macrepo:10082,Sombor,info:fedora/macrepo:9916
info:fedora/macrepo:10083,Novi Vrbas,info:fedora/macrepo:9916
info:fedora/macrepo:10085,Senta,info:fedora/macrepo:9916
info:fedora/macrepo:10092,V. Kikinda,info:fedora/macrepo:9916
info:fedora/macrepo:10093,Suak,info:fedora/macrepo:9916
info:fedora/macrepo:10094,Ogulin,info:fedora/macrepo:9916
info:fedora/macrepo:10095,Karlovac,info:fedora/macrepo:9916
info:fedora/macrepo:10096,Petrinja,info:fedora/macrepo:9916
info:fedora/macrepo:10097,Kostajnica,info:fedora/macrepo:9916
info:fedora/macrepo:10098,Pakrac,info:fedora/macrepo:9916
info:fedora/macrepo:10099,Slav. Poega,info:fedora/macrepo:9916
info:fedora/macrepo:10100,Brod,info:fedora/macrepo:9916
info:fedora/macrepo:10101,Vinkovci,info:fedora/macrepo:9916
info:fedora/macrepo:10102,Vukovar,info:fedora/macrepo:9916
info:fedora/macrepo:10103,Backa Palanka,info:fedora/macrepo:9916
info:fedora/macrepo:10104,Sremski Karlovci,info:fedora/macrepo:9916
info:fedora/macrepo:10105,Vrac,info:fedora/macrepo:9916
info:fedora/macrepo:10107,Petrovgrad,info:fedora/macrepo:9916
info:fedora/macrepo:10108,Sredite,info:fedora/macrepo:9916
info:fedora/macrepo:10109,Rab,info:fedora/macrepo:9916
info:fedora/macrepo:10110,Senj,info:fedora/macrepo:9916
info:fedora/macrepo:10111,Gospic,info:fedora/macrepo:9916
info:fedora/macrepo:10112,Bihac,info:fedora/macrepo:9916
info:fedora/macrepo:10113,Prijedor,info:fedora/macrepo:9916
info:fedora/macrepo:10114,Banja Luka,info:fedora/macrepo:9916
info:fedora/macrepo:10115,Prnjavor,info:fedora/macrepo:9916
info:fedora/macrepo:10116,Derventa,info:fedora/macrepo:9916
info:fedora/macrepo:10117,Tuzla,info:fedora/macrepo:9916
info:fedora/macrepo:10118,Bijeljina,info:fedora/macrepo:9916
info:fedora/macrepo:10119,abac,info:fedora/macrepo:9916
info:fedora/macrepo:10120,Obrenovac,info:fedora/macrepo:9916
info:fedora/macrepo:10121,Beograd,info:fedora/macrepo:9916
info:fedora/macrepo:10122,Poarevac,info:fedora/macrepo:9916
info:fedora/macrepo:10123,V. Gradite,info:fedora/macrepo:9916
info:fedora/macrepo:10124,Dobra,info:fedora/macrepo:9916
info:fedora/macrepo:10125,Kladovo,info:fedora/macrepo:9916
info:fedora/macrepo:10126,Zadar,info:fedora/macrepo:9916
info:fedora/macrepo:10127,Novi Grad,info:fedora/macrepo:9916
info:fedora/macrepo:10128,Knin,info:fedora/macrepo:9916
info:fedora/macrepo:10129,Drvar,info:fedora/macrepo:9916
info:fedora/macrepo:10130,Jajce,info:fedora/macrepo:9916
info:fedora/macrepo:10131,Travnik,info:fedora/macrepo:9916
info:fedora/macrepo:10132,Zenica,info:fedora/macrepo:9916
info:fedora/macrepo:10133,Kladanj,info:fedora/macrepo:9916
info:fedora/macrepo:10134,Zvornik,info:fedora/macrepo:9916
info:fedora/macrepo:10135,Krupanj,info:fedora/macrepo:9916
info:fedora/macrepo:10136,Valjevo,info:fedora/macrepo:9916
info:fedora/macrepo:10137,Kragujevac,info:fedora/macrepo:9916
info:fedora/macrepo:10138,Petrovac,info:fedora/macrepo:9916
info:fedora/macrepo:10139,D. Milanovac,info:fedora/macrepo:9916
info:fedora/macrepo:10140,Negotin,info:fedora/macrepo:9916
info:fedora/macrepo:10141,Dugi Otok,info:fedora/macrepo:9916
info:fedora/macrepo:10142,irje,info:fedora/macrepo:9916
info:fedora/macrepo:10143,ibenik,info:fedora/macrepo:9916
info:fedora/macrepo:10144,Split,info:fedora/macrepo:9916
info:fedora/macrepo:10145,Livno,info:fedora/macrepo:9916
info:fedora/macrepo:10146,Prozor,info:fedora/macrepo:9916
info:fedora/macrepo:10147,Konjic,info:fedora/macrepo:9916
info:fedora/macrepo:10148,Sarajevo,info:fedora/macrepo:9916
info:fedora/macrepo:10149,Viegrad,info:fedora/macrepo:9916
info:fedora/macrepo:10150,Vardiste,info:fedora/macrepo:9916
info:fedora/macrepo:10151,Uice,info:fedora/macrepo:9916
info:fedora/macrepo:10152,Cacak,info:fedora/macrepo:9916
info:fedora/macrepo:10153,Kruevac,info:fedora/macrepo:9916
info:fedora/macrepo:10154,Paracin,info:fedora/macrepo:9916
info:fedora/macrepo:10155,Zajecar,info:fedora/macrepo:9916
info:fedora/macrepo:10156,Kula,info:fedora/macrepo:9916
info:fedora/macrepo:10157,Sv. Andrija-Jabuka,info:fedora/macrepo:9916
info:fedora/macrepo:10158,Vis,info:fedora/macrepo:9916
info:fedora/macrepo:10159,Omi,info:fedora/macrepo:9916
info:fedora/macrepo:10160,Makarska,info:fedora/macrepo:9916
info:fedora/macrepo:10161,Mostar,info:fedora/macrepo:9916
info:fedora/macrepo:10162,Nevesinje,info:fedora/macrepo:9916
info:fedora/macrepo:10163,Gacko,info:fedora/macrepo:9916
info:fedora/macrepo:10164,abljak,info:fedora/macrepo:9916
info:fedora/macrepo:10165,Pljevlja,info:fedora/macrepo:9916
info:fedora/macrepo:10166,Sjenica,info:fedora/macrepo:9916
info:fedora/macrepo:10167,Novi-Pazar,info:fedora/macrepo:9916
info:fedora/macrepo:10168,Kurumlija,info:fedora/macrepo:9916
info:fedora/macrepo:10169,Prokuplje,info:fedora/macrepo:9916
info:fedora/macrepo:10170,Nis,info:fedora/macrepo:9916
info:fedora/macrepo:10171,Pirot,info:fedora/macrepo:9916
info:fedora/macrepo:10172,Suac,info:fedora/macrepo:9916
info:fedora/macrepo:10173,Korcula,info:fedora/macrepo:9916
info:fedora/macrepo:10174,Mljet,info:fedora/macrepo:9916
info:fedora/macrepo:10175,Dubrovnik,info:fedora/macrepo:9916
info:fedora/macrepo:10176,Trebinje,info:fedora/macrepo:9916
info:fedora/macrepo:10179,Nikic,info:fedora/macrepo:9916
info:fedora/macrepo:10180,Kolasin,info:fedora/macrepo:9916
info:fedora/macrepo:10181,Pec,info:fedora/macrepo:9916
info:fedora/macrepo:10182,Metohija,info:fedora/macrepo:9916
info:fedora/macrepo:10183,Pritina,info:fedora/macrepo:9916
info:fedora/macrepo:10184,Vranje,info:fedora/macrepo:9916
info:fedora/macrepo:10185,Bosiljgrad,info:fedora/macrepo:9916
info:fedora/macrepo:10188,Kotor,info:fedora/macrepo:9916
info:fedora/macrepo:10189,Cetinje,info:fedora/macrepo:9916
info:fedora/macrepo:10190,Skadar,info:fedora/macrepo:9916
info:fedora/macrepo:10191,Prokletije,info:fedora/macrepo:9916
info:fedora/macrepo:10192,Prizren,info:fedora/macrepo:9916
info:fedora/macrepo:10193,Kacanik,info:fedora/macrepo:9916
info:fedora/macrepo:10194,Kumanovo-Skoplje,info:fedora/macrepo:9916
info:fedora/macrepo:10195,Kratovo,info:fedora/macrepo:9916
info:fedora/macrepo:10196,Kriva Palanka,info:fedora/macrepo:9916
info:fedora/macrepo:10197,Lje,info:fedora/macrepo:9916
info:fedora/macrepo:10198,Spaci,info:fedora/macrepo:9916
info:fedora/macrepo:10199,Debar,info:fedora/macrepo:9916
info:fedora/macrepo:10200,Gostivar-Kicevo,info:fedora/macrepo:9916
info:fedora/macrepo:10201,Skoplje-Veles,info:fedora/macrepo:9916
info:fedora/macrepo:10202,Štip,info:fedora/macrepo:9916
info:fedora/macrepo:10205,Plackovica,info:fedora/macrepo:9916
info:fedora/macrepo:10208,Drac,info:fedora/macrepo:9916
info:fedora/macrepo:10209,Elbasan,info:fedora/macrepo:9916
info:fedora/macrepo:10210,Ohrid,info:fedora/macrepo:9916
info:fedora/macrepo:10211,Resan-Kruevo,info:fedora/macrepo:9916
info:fedora/macrepo:10213,Prilep-Bitolj,info:fedora/macrepo:9916
info:fedora/macrepo:10214,Kavadarci,info:fedora/macrepo:9916
info:fedora/macrepo:10215,Strumica-Ðevdelija,info:fedora/macrepo:9916
info:fedora/macrepo:10216,Fjeri,info:fedora/macrepo:9916
info:fedora/macrepo:10217,Berat,info:fedora/macrepo:9916
info:fedora/macrepo:10218,Korca,info:fedora/macrepo:9916
info:fedora/macrepo:10219,Valona,info:fedora/macrepo:9916
info:fedora/macrepo:10222,Graz,info:fedora/macrepo:26857
info:fedora/macrepo:10223,Č. Budějovice,info:fedora/macrepo:26857
info:fedora/macrepo:10626,Jihlava (Iglau),info:fedora/macrepo:26857
info:fedora/macrepo:10627,(Prague) Praha,info:fedora/macrepo:26857
info:fedora/macrepo:10628,Gorlitz,info:fedora/macrepo:26857
info:fedora/macrepo:10629,Frankfurt-am-Oder,info:fedora/macrepo:26857
info:fedora/macrepo:10631,Stettin,info:fedora/macrepo:26857
info:fedora/macrepo:10632,Kolberg,info:fedora/macrepo:26857
info:fedora/macrepo:10706,Komárno,info:fedora/macrepo:26857
info:fedora/macrepo:10720,Wien,info:fedora/macrepo:26857
info:fedora/macrepo:10992,Brno,info:fedora/macrepo:26857
info:fedora/macrepo:11010,Oppeln,info:fedora/macrepo:26857
info:fedora/macrepo:11210,Budapest,info:fedora/macrepo:26857
info:fedora/macrepo:11211,Banska Bystrica,info:fedora/macrepo:26857
info:fedora/macrepo:11212,Cieszyn,info:fedora/macrepo:26857
info:fedora/macrepo:11325,Gleiwitz,info:fedora/macrepo:26857
info:fedora/macrepo:11392,Lódz,info:fedora/macrepo:26857
info:fedora/macrepo:11555,Płock,info:fedora/macrepo:26857
info:fedora/macrepo:11556,Marienwerder,info:fedora/macrepo:26857
info:fedora/macrepo:14442,Radom,info:fedora/macrepo:26857
info:fedora/macrepo:15112,Warszawa,info:fedora/macrepo:26857
info:fedora/macrepo:15777,Allenstein,info:fedora/macrepo:26857
info:fedora/macrepo:15778,Königsberg,info:fedora/macrepo:26857
info:fedora/macrepo:17770,Tilsit,info:fedora/macrepo:26857
info:fedora/macrepo:18017,Satu Mare,info:fedora/macrepo:26857
info:fedora/macrepo:18806,Dolina,info:fedora/macrepo:26857
info:fedora/macrepo:18817,Lwów,info:fedora/macrepo:26857
info:fedora/macrepo:18818,Zamość,info:fedora/macrepo:26857
info:fedora/macrepo:18819,Stolp,info:fedora/macrepo:18811
info:fedora/macrepo:18820,Stolp,info:fedora/macrepo:18811
info:fedora/macrepo:18821,Rostock,info:fedora/macrepo:18811
info:fedora/macrepo:18822,Greifenberg,info:fedora/macrepo:18811
info:fedora/macrepo:18823,Kolberg,info:fedora/macrepo:18811
info:fedora/macrepo:18824,Rummelsburg,info:fedora/macrepo:18811
info:fedora/macrepo:18825,Emden,info:fedora/macrepo:18811
info:fedora/macrepo:18826,Lublin,info:fedora/macrepo:26857
info:fedora/macrepo:18827,Wilhelmshaven,info:fedora/macrepo:18811
info:fedora/macrepo:18828,Bremerhaven,info:fedora/macrepo:18811
info:fedora/macrepo:18829,Brześć nad Bugiem,info:fedora/macrepo:26857
info:fedora/macrepo:18830,Hamburg,info:fedora/macrepo:18811
info:fedora/macrepo:18831,Schwerin,info:fedora/macrepo:18811
info:fedora/macrepo:18832,Białystok,info:fedora/macrepo:26857
info:fedora/macrepo:18833,Neustrelitz,info:fedora/macrepo:18811
info:fedora/macrepo:18834,Stettin,info:fedora/macrepo:18811
info:fedora/macrepo:18835,Stettin,info:fedora/macrepo:18811
info:fedora/macrepo:18836,Labes,info:fedora/macrepo:18811
info:fedora/macrepo:18837,Kaunas,info:fedora/macrepo:26857
info:fedora/macrepo:18838,Neustettin,info:fedora/macrepo:18811
info:fedora/macrepo:18839,Šiauliai,info:fedora/macrepo:26857
info:fedora/macrepo:18840,Angermünde,info:fedora/macrepo:18811
info:fedora/macrepo:18841,Konigsberg,info:fedora/macrepo:18811
info:fedora/macrepo:18842,Woldenberg,info:fedora/macrepo:18811
info:fedora/macrepo:18843,Landsberg,info:fedora/macrepo:18811
info:fedora/macrepo:18846,Meseritz,info:fedora/macrepo:18811
info:fedora/macrepo:18847,Detmold,info:fedora/macrepo:18811
info:fedora/macrepo:18849,Naumiestis,info:fedora/macrepo:18813
info:fedora/macrepo:18850,Hildesheim,info:fedora/macrepo:18811
info:fedora/macrepo:18852,Halberstadt,info:fedora/macrepo:18811
info:fedora/macrepo:18853,Magdeburg,info:fedora/macrepo:18811
info:fedora/macrepo:18854,Poznan,info:fedora/macrepo:26857
info:fedora/macrepo:18856,Bydgoszcz (Bromberg),info:fedora/macrepo:26857
info:fedora/macrepo:18857,Lübben,info:fedora/macrepo:18811
info:fedora/macrepo:18858,Stolp,info:fedora/macrepo:26857
info:fedora/macrepo:18859,Guben,info:fedora/macrepo:18811
info:fedora/macrepo:18861,Debrecen,info:fedora/macrepo:26857
info:fedora/macrepo:18862,Nowy Sącz,info:fedora/macrepo:26857
info:fedora/macrepo:18863,Guben,info:fedora/macrepo:18811
info:fedora/macrepo:18864,Kielce,info:fedora/macrepo:26857
info:fedora/macrepo:18865,Grunberg,info:fedora/macrepo:18811
info:fedora/macrepo:18866,Grunberg,info:fedora/macrepo:18811
info:fedora/macrepo:18867,Spremberg,info:fedora/macrepo:18811
info:fedora/macrepo:18868,Bunzlau,info:fedora/macrepo:18811
info:fedora/macrepo:18869,Danzig,info:fedora/macrepo:18813
info:fedora/macrepo:18870,Wohlau,info:fedora/macrepo:18811
info:fedora/macrepo:18871,Krotoszyn,info:fedora/macrepo:18811
info:fedora/macrepo:18872,Braunsberg,info:fedora/macrepo:18813
info:fedora/macrepo:18873,Marburg,info:fedora/macrepo:18811
info:fedora/macrepo:18874,Breslau,info:fedora/macrepo:26857
info:fedora/macrepo:18875,Konigsberg,info:fedora/macrepo:18813
info:fedora/macrepo:18876,Košice,info:fedora/macrepo:26857
info:fedora/macrepo:18877,Insterburg,info:fedora/macrepo:18813
info:fedora/macrepo:18878,Czersk,info:fedora/macrepo:18813
info:fedora/macrepo:18879,Kalvarija,info:fedora/macrepo:18813
info:fedora/macrepo:18880,Hersfeld,info:fedora/macrepo:18811
info:fedora/macrepo:18881,Erfurt,info:fedora/macrepo:18811
info:fedora/macrepo:18882,Chemnitz,info:fedora/macrepo:18811
info:fedora/macrepo:18883,Dresden,info:fedora/macrepo:18811
info:fedora/macrepo:18884,Marienburg,info:fedora/macrepo:18813
info:fedora/macrepo:18885,Dresden,info:fedora/macrepo:18811
info:fedora/macrepo:18886,Görlitz,info:fedora/macrepo:18811
info:fedora/macrepo:18887,Görlitz,info:fedora/macrepo:18811
info:fedora/macrepo:18888,Görlitz,info:fedora/macrepo:18811
info:fedora/macrepo:18889,Liegnitz,info:fedora/macrepo:18811
info:fedora/macrepo:18890,Rastenburg,info:fedora/macrepo:18813
info:fedora/macrepo:18891,Allenstein,info:fedora/macrepo:18813
info:fedora/macrepo:18892,Liegnitz,info:fedora/macrepo:18811
info:fedora/macrepo:18893,Liegnitz,info:fedora/macrepo:18811
info:fedora/macrepo:18894,Breslau,info:fedora/macrepo:18811
info:fedora/macrepo:18895,Breslau,info:fedora/macrepo:18811
info:fedora/macrepo:18896,Elbing,info:fedora/macrepo:18813
info:fedora/macrepo:18897,Druskieniki,info:fedora/macrepo:18813
info:fedora/macrepo:18898,Suwałki,info:fedora/macrepo:18813
info:fedora/macrepo:18899,Tuchola,info:fedora/macrepo:18813
info:fedora/macrepo:18901,Grudziadz,info:fedora/macrepo:18813
info:fedora/macrepo:18902,Brieg,info:fedora/macrepo:18811
info:fedora/macrepo:18903,Osterode,info:fedora/macrepo:18813
info:fedora/macrepo:18904,Ortelsburg,info:fedora/macrepo:18813
info:fedora/macrepo:18905,Brieg,info:fedora/macrepo:18811
info:fedora/macrepo:18906,Johannisburg,info:fedora/macrepo:18813
info:fedora/macrepo:18907,Grajewo,info:fedora/macrepo:18813
info:fedora/macrepo:18908,Grodno,info:fedora/macrepo:18813
info:fedora/macrepo:18909,Bad Nauhein,info:fedora/macrepo:18811
info:fedora/macrepo:18910,Schneidemühl,info:fedora/macrepo:18813
info:fedora/macrepo:18911,Bydgoszcz,info:fedora/macrepo:18813
info:fedora/macrepo:18912,Fulda,info:fedora/macrepo:18811
info:fedora/macrepo:18913,Torun,info:fedora/macrepo:18813
info:fedora/macrepo:18914,Działdowo,info:fedora/macrepo:18813
info:fedora/macrepo:18915,Coburg,info:fedora/macrepo:18811
info:fedora/macrepo:18916,Mława,info:fedora/macrepo:18813
info:fedora/macrepo:18917,Łomża,info:fedora/macrepo:18813
info:fedora/macrepo:18920,Hof,info:fedora/macrepo:18811
info:fedora/macrepo:18921,Hof,info:fedora/macrepo:18811
info:fedora/macrepo:18922,Zwickau,info:fedora/macrepo:18811
info:fedora/macrepo:18923,Białystok,info:fedora/macrepo:18813
info:fedora/macrepo:18924,Teplitz-Schönau,info:fedora/macrepo:18811
info:fedora/macrepo:18926,Mlada Boleslav,info:fedora/macrepo:18811
info:fedora/macrepo:18927,Mlada Boleslav,info:fedora/macrepo:18811
info:fedora/macrepo:18928,Mlada Boleslav,info:fedora/macrepo:18811
info:fedora/macrepo:18929,Swisłocz,info:fedora/macrepo:18813
info:fedora/macrepo:18930,Friedland,info:fedora/macrepo:18811
info:fedora/macrepo:18931,Poznań,info:fedora/macrepo:18813
info:fedora/macrepo:18932,Gniezno,info:fedora/macrepo:18813
info:fedora/macrepo:18933,Friedland,info:fedora/macrepo:18811
info:fedora/macrepo:18934,Friedland,info:fedora/macrepo:18811
info:fedora/macrepo:18935,Glatz,info:fedora/macrepo:18811
info:fedora/macrepo:18936,Glatz,info:fedora/macrepo:18811
info:fedora/macrepo:18937,Włocławek,info:fedora/macrepo:18813
info:fedora/macrepo:18938,Pardubice,info:fedora/macrepo:18809
info:fedora/macrepo:18940,Płock,info:fedora/macrepo:18813
info:fedora/macrepo:18941,Tabor,info:fedora/macrepo:18809
info:fedora/macrepo:18942,Vodňany,info:fedora/macrepo:18809
info:fedora/macrepo:18943,Ceske Budejovice,info:fedora/macrepo:18809
info:fedora/macrepo:18944,Praha,info:fedora/macrepo:18809
info:fedora/macrepo:18945,Ratibor,info:fedora/macrepo:18809
info:fedora/macrepo:18946,Plzen,info:fedora/macrepo:18809
info:fedora/macrepo:18947,Jihlava,info:fedora/macrepo:18809
info:fedora/macrepo:18951,Hranice,info:fedora/macrepo:18809
info:fedora/macrepo:18955,Czeska Trebova,info:fedora/macrepo:18809
info:fedora/macrepo:18956,Oppeln,info:fedora/macrepo:18811
info:fedora/macrepo:18957,Wyszków,info:fedora/macrepo:18813
info:fedora/macrepo:18958,Trier,info:fedora/macrepo:18811
info:fedora/macrepo:18959,Wiesbaden,info:fedora/macrepo:18811
info:fedora/macrepo:18969,Frankfurt,info:fedora/macrepo:18811
info:fedora/macrepo:18970,Frankfurt,info:fedora/macrepo:18811
info:fedora/macrepo:18972,Würzburg,info:fedora/macrepo:18811
info:fedora/macrepo:18974,Würzburg,info:fedora/macrepo:18811
info:fedora/macrepo:18975,Bamberg,info:fedora/macrepo:18811
info:fedora/macrepo:18978,Wołomin,info:fedora/macrepo:18813
info:fedora/macrepo:18979,Bayreuth,info:fedora/macrepo:18811
info:fedora/macrepo:18980,Bayreuth,info:fedora/macrepo:18811
info:fedora/macrepo:18983,Bayreuth,info:fedora/macrepo:18811
info:fedora/macrepo:18984,Tirschenreuth,info:fedora/macrepo:18811
info:fedora/macrepo:18985,Tirschenreuth,info:fedora/macrepo:18811
info:fedora/macrepo:18986,Neunkirchen,info:fedora/macrepo:18811
info:fedora/macrepo:18987,Kaiserslautern,info:fedora/macrepo:18811
info:fedora/macrepo:18990,Hodonin,info:fedora/macrepo:18809
info:fedora/macrepo:18991,Mannheim,info:fedora/macrepo:18811
info:fedora/macrepo:18992,Uherske Hradiste,info:fedora/macrepo:18809
info:fedora/macrepo:18993,Rothenburg,info:fedora/macrepo:18811
info:fedora/macrepo:18994,Prievidza,info:fedora/macrepo:18809
info:fedora/macrepo:18997,Nürnberg,info:fedora/macrepo:18811
info:fedora/macrepo:18999,Amberg,info:fedora/macrepo:18811
info:fedora/macrepo:19000,Amberg,info:fedora/macrepo:18811
info:fedora/macrepo:19004,Furth,info:fedora/macrepo:18811
info:fedora/macrepo:19005,Furth,info:fedora/macrepo:18811
info:fedora/macrepo:19006,Zwettl,info:fedora/macrepo:18809
info:fedora/macrepo:19007,Krems,info:fedora/macrepo:18809
info:fedora/macrepo:19008,Saarbrücken,info:fedora/macrepo:18811
info:fedora/macrepo:19009,Karlsruhe,info:fedora/macrepo:18811
info:fedora/macrepo:19010,Karlsruhe,info:fedora/macrepo:18811
info:fedora/macrepo:19011,Šašatín,info:fedora/macrepo:18809
info:fedora/macrepo:19012,Ellwangen,info:fedora/macrepo:18811
info:fedora/macrepo:19013,Trnava,info:fedora/macrepo:18809
info:fedora/macrepo:19014,Ellwangen,info:fedora/macrepo:18811
info:fedora/macrepo:19015,Zvolen,info:fedora/macrepo:18809
info:fedora/macrepo:19016,Nördlingen,info:fedora/macrepo:18811
info:fedora/macrepo:19017,Nördlingen,info:fedora/macrepo:18811
info:fedora/macrepo:19018,Linz,info:fedora/macrepo:18809
info:fedora/macrepo:19019,Regensburg,info:fedora/macrepo:18811
info:fedora/macrepo:19020,Regensburg,info:fedora/macrepo:18811
info:fedora/macrepo:19021,Humenne,info:fedora/macrepo:18809
info:fedora/macrepo:19022,Straubing,info:fedora/macrepo:18811
info:fedora/macrepo:19023,Kladno,info:fedora/macrepo:18809
info:fedora/macrepo:19024,Straubing,info:fedora/macrepo:18811
info:fedora/macrepo:19025,Straubing,info:fedora/macrepo:18811
info:fedora/macrepo:19026,Reutlingen,info:fedora/macrepo:18811
info:fedora/macrepo:19027,Reutlingen,info:fedora/macrepo:18811
info:fedora/macrepo:19028,Ulm,info:fedora/macrepo:18811
info:fedora/macrepo:19029,Ulm,info:fedora/macrepo:18811
info:fedora/macrepo:19030,Augsburg,info:fedora/macrepo:18811
info:fedora/macrepo:19031,Augsburg,info:fedora/macrepo:18811
info:fedora/macrepo:19032,Landshut,info:fedora/macrepo:18811
info:fedora/macrepo:19033,Presov,info:fedora/macrepo:18809
info:fedora/macrepo:19034,Landshut,info:fedora/macrepo:18811
info:fedora/macrepo:19037,Braunau,info:fedora/macrepo:18811
info:fedora/macrepo:19038,Braunau,info:fedora/macrepo:18811
info:fedora/macrepo:19039,Siemiatycze,info:fedora/macrepo:18813
info:fedora/macrepo:19100,Hajnówka,info:fedora/macrepo:18813
info:fedora/macrepo:19169,Freiburg,info:fedora/macrepo:18811
info:fedora/macrepo:19244,Schwenningen,info:fedora/macrepo:18811
info:fedora/macrepo:19299,Schwenningen,info:fedora/macrepo:18811
info:fedora/macrepo:19300,Ravensburg,info:fedora/macrepo:18811
info:fedora/macrepo:19301,Ravensburg,info:fedora/macrepo:18811
info:fedora/macrepo:19319,Weilheim,info:fedora/macrepo:18811
info:fedora/macrepo:19321,München,info:fedora/macrepo:18811
info:fedora/macrepo:19322,Salzburg,info:fedora/macrepo:18811
info:fedora/macrepo:19323,Basel,info:fedora/macrepo:18811
info:fedora/macrepo:19324,Konstanz,info:fedora/macrepo:18811
info:fedora/macrepo:19325,Konstanz,info:fedora/macrepo:18811
info:fedora/macrepo:19352,Kempten,info:fedora/macrepo:18811
info:fedora/macrepo:19353,Füssen,info:fedora/macrepo:18811
info:fedora/macrepo:19368,Schliersee,info:fedora/macrepo:18811
info:fedora/macrepo:19395,Bad Reichenhall,info:fedora/macrepo:18811
