macrepo,name,parent_collection,url
72315,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-11-16] : [Flightline A4874-Photo 35]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72315
72316,Hamilton-Wentworth County : [Photo 4E],71540,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72316
72317,Hamilton-Wentworth County : [Photo 16K],71540,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72317
72318,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4702-Photo 31]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72318
72319,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-10-08] : [Flightline A4838-Photo 29]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72319
72320,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-06-30] : [Flightline A4700-Photo 76]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72320
72321,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-10-09] : [Flightline A4866-Photo 82]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72321
72322,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-11-03] : [Flightline A4871-Photo 27]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72322
72323,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-30] : [Flightline A4808-Photo 54]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72323
72324,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-09] : [Flightline A4809-Photo 24]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72324
72325,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4702-Photo 36]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72325
72326,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-09] : [Flightline A4809-Photo 14]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72326
72327,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4703-Photo 41]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72327
72328,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-09-10] : [Flightline A4815-Photo 20]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72328
72329,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-11-03] : [Flightline A4871-Photo 10]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72329
72330,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-10-08] : [Flightline A4836-Photo 40]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72330
72331,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-09-10] : [Flightline A4815-Photo 16]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72331
72332,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-10-09] : [Flightline A4866-Photo 72]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72332
72333,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4701-Photo 32]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72333
72335,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-11-03] : [Flightline A4871-Photo 25]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72335
72336,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 114]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72336
72337,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 53]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72337
72338,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 49]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72338
72339,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 91]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72339
72340,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 160]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72340
72341,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 42]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72341
72342,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 30]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72342
72343,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 68]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72343
72344,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 29]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72344
72345,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 41]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72345
72346,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 148]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72346
72347,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 67]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72347
72348,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 107]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72348
72349,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 6]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72349
72350,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 145]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72350
72351,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 158]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72351
72352,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 154]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72352
72353,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 38]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72353
72354,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 38]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72354
72355,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 44]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72355
72356,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 76]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72356
72357,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 82]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72357
72358,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 28]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72358
72359,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 31]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72359
72360,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 66]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72360
72361,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 74]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72361
72362,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 82]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72362
72363,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 106]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72363
72364,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 111]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72364
72365,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 16]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72365
72366,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 167]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72366
72367,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 25]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72367
72368,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 29]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72368
72369,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 9]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72369
72370,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 42]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72370
72371,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 6]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72371
72372,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4703-Photo 5]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72372
72374,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 14]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72374
72375,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 19]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72375
72376,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 3]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72376
72377,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 40]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72377
72378,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 5]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72378
72379,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 70]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72379
72380,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 97]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72380
72381,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 48]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72381
72382,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 49]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72382
72383,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 102]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72383
72384,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 177]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72384
72385,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 22]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72385
72386,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 43]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72386
72387,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 74]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72387
72388,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 95]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72388
72389,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 37]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72389
72390,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 39]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72390
72391,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 41]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72391
72392,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 12]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72392
72393,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 16]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72393
72394,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 21]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72394
72395,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 13]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72395
72396,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 2]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72396
72397,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 22]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72397
72398,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 26]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72398
72399,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 45]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72399
72400,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 9]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72400
72401,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 17]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72401
72402,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 22]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72402
72403,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 52]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72403
72404,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 71]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72404
72405,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 77]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72405
72406,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 152]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72406
72407,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 64]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72407
72408,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 21]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72408
72409,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 43]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72409
72410,"[Greater Hamilton Area, from Caledonia to Vineland, 1934-07-01] : [Flightline A4701-Photo 9]",71535,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72410
72411,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 36]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72411
72412,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 71]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72412
72413,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 19]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72413
72414,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 25]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72414
72415,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 5]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72415
72416,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 54]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72416
72417,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 63]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72417
72418,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 81]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72418
72419,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 103]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72419
72420,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 117]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72420
72421,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 17]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72421
72422,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 28]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72422
72423,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 32]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72423
72424,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 33]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72424
72425,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 66]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72425
72426,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 79]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72426
72427,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 1]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72427
72428,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 31]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72428
72429,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 20]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72429
72430,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 4]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72430
72431,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 51]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72431
72432,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 73]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72432
72433,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 3]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72433
72434,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 43]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72434
72435,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 55]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72435
72436,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 60]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72436
72437,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 8]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72437
72438,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 84]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72438
72439,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 125]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72439
72440,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 146]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72440
72441,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 183]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72441
72442,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 40]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72442
72443,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 65]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72443
72444,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 98]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72444
72445,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 44]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72445
72446,"[Golden Horseshoe Area, 1962-04-25] : [Flightline A17572-Photo 7]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72446
72483,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 14]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72483
72484,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 56]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72484
72485,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 15]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72485
72486,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 76]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72486
72487,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 120]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72487
72488,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 159]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72488
72489,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 175]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72489
72490,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 41]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72490
72491,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 47]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72491
72492,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 69]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72492
72493,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 85]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72493
72494,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 17]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72494
72495,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 18]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72495
72496,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 35]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72496
72497,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 36]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72497
72498,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 48]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72498
72499,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 68]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72499
72500,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 8]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72500
72501,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 52]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72501
72502,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 15]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72502
72503,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 64]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72503
72504,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 34]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72504
72505,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 51]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72505
72506,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 7]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72506
72507,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 92]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72507
72508,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 50]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72508
72509,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 46]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72509
72510,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 112]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72510
72511,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 181]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72511
72512,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 81]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72512
72513,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 46]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72513
72514,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 123]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72514
72515,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 74]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72515
72516,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 34]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72516
72517,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 137]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72517
72518,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 104]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72518
72519,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 110]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72519
72520,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 96]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72520
72521,"[Golden Horseshoe Area, 1959-11-09] : [Flightline A16883-Photo 11]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72521
72522,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17178-Photo 38]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72522
72523,"[Golden Horseshoe Area, 1960-09-03] : [Flightline A17184-Photo 72]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72523
72524,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 90]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72524
72525,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17176-Photo 4]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72525
72526,"[Golden Horseshoe Area, 1960-09-02] : [Flightline A17177-Photo 14]",71545,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72526
