MACREPO ID,WEBSITE URL,DIMENSION: PAGETITLE,METRIC: USERS,METRIC: PAGEVIEWS,"ITEM=1, COLLECTION=2",IDENTIFIER,PARENT DIRECTORY,TIMERANGE: From 30daysAgo to 20170207
34,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A34,'World War 1914-1918 Maps and Aerial Photographs | Digital Archive @ McMaster University Library',188,596,2,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
49,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A49,'Trench Maps Western Front (Original Collection) | Digital Archive @ McMaster University Library',66,157,2,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
53,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A53,'Aerial Photographs | Digital Archive @ McMaster University Library',87,343,2,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3918,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3918,'[Arras] 51b.NW | Digital Archive @ McMaster University Library',1,2,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3919,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3919,'Situation Map 1: Railways & Ammuniton Dumps 1-10-18 | Digital Archive @ McMaster University Library',10,10,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3920,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3920,'[Walincourt] 57b.SW Enemy Organisation 21-09-18 | Digital Archive @ McMaster University Library',1,1,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3921,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3921,'[Chartres-Paris] 9 | Digital Archive @ McMaster University Library',2,2,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3922,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3922,'Kurija Dere (Koja Dere) | Digital Archive @ McMaster University Library',3,3,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3923,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3923,'Antwerp 3 | Digital Archive @ McMaster University Library',2,2,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3924,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3924,No Results Found',0,0,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3925,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3925,'[Corbie] 62d | Digital Archive @ McMaster University Library',1,1,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
3926,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A3926,No Results Found',0,0,1,http://digitalarchive.mcmaster.ca/islandora,http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1
