COLLECTION MACREPO ID,WEBSITE URL,IDENTIFIER,DIMENSION: PAGETITLE,METRIC: USERS (TOTAL),METRIC: PAGEVIEWS (TOTAL),TIMERANGE: From 30daysAgo to 20170207
http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A1,10659,16157
